1717312965534, /, CH, 97, 60, 683635, 0
1718187653991, /, CH, 98, 59, 1371572, 0
1718187666253, /, CH, 98, 59, 1371571, 0
1718187705077, /, CH, 98, 59, 1371573, 0
1718187726010, /, CH, 98, 59, 1371568, 0
1718187757927, /, CH, 98, 59, 1051935, 0
1718187784067, /, CH, 98, 59, 994368, 0
1718187799728, /, CH, 98, 59, 730499, 0
1718187808532, /, CH, 98, 59, 1371548, 0
1718187832904, /, CH, 98, 59, 1371551, 0
1718522034721, /, CH, 98, 56, 670723, 0
1718522040145, /, CH, 98, 56, 752725, 0
1718522280740, /demo.html, CH, 98, 56, 596370, 0
1718522298527, /demo.html, CH, 98, 56, 596373, 0
1718522309656, /demo.html, CH, 98, 56, 596385, 0
1718522355028, /demo.html, CH, 98, 56, 660261, 0
1718522358804, /demo.html, CH, 98, 56, 615775, 0
1718522370417, /demo.html, CH, 98, 56, 407286, 0
1718522378747, /demo.html, CH, 98, 56, 407286, 0
1718522429918, /demo.html, CH, 98, 56, 615794, 0
1718522449846, /demo.html, CH, 98, 56, 615795, 0
1718522588454, /demo.html, CH, 98, 56, 702099, 0
1718522598943, /demo.html, CH, 98, 56, 596438, 0
1718522614744, /demo.html, CH, 98, 56, 596440, 0
1718522615599, /demo.html, CH, 98, 56, 596440, 0
1718522616653, /demo.html, CH, 98, 56, 596440, 0
1718522637693, /demo.html, CH, 98, 56, 1371605, 0
1718522661324, /demo.html, CH, 98, 56, 1371602, 0
1718522693617, /demo.html, CH, 98, 56, 596418, 0
1718522769422, /demo.html, CH, 98, 56, 1371592, 0
1718522809678, /demo.html, CH, 98, 56, 1371602, 0
1718522850474, /demo.html, CH, 98, 56, 766492, 0
1718522864155, /demo.html, CH, 98, 56, 1371612, 0
1718522873896, /demo.html, CH, 98, 56, 1371612, 0
1718522908737, /demo.html, CH, 98, 56, 1371621, 0
1718528244674, /, CH, 98, 61, 596405, 0
1718528272942, /, CH, 98, 61, 3871571, 0
1718528381426, /, CH, 98, 61, 3871565, 0
1718528697193, /, CH, 98, 61, 3046585, 0
1718528705402, /, CH, 98, 61, 3046582, 0
1718528741055, /, CH, 98, 61, 3046582, 0
1718528841721, /, CH, 98, 61, 3868418, 0
1718529075846, /, CH, 98, 61, 2854380, 0
1718529075846, /, CH, 98, 61, 229112, 0
1718529198271, /, CH, 98, 61, 3363252, 0
1718529743506, /, CH, 98, 61, 3874792, 0
1718529980289, /, CH, 98, 61, 3256089, 0
1718530010946, /, CH, 98, 61, 3256101, 0
1718530056260, /, CH, 98, 61, 3205440, 0
1718530149568, /, CH, 98, 61, 3256137, 0
1718530178106, /, CH, 98, 61, 3188161, 0
1718530227493, /, CH, 98, 61, 3138727, 0
1718530292007, /, CH, 98, 61, 3138764, 0
1718530694740, /, CH, 98, 61, 2774800, 0
1718530968976, /, CH, 98, 61, 2774916, 0
1718531447926, /, CH, 98, 61, 2734406, 0
1718531494604, /, CH, 98, 61, 2742517, 0
1718531514700, /, CH, 98, 61, 2732863, 0
1718531543031, /, CH, 98, 61, 2732873, 0
1718531574534, /, CH, 98, 61, 2732877, 0
1718531617729, /, CH, 98, 61, 2732875, 0
1718531759991, /, CH, 98, 61, 2758551, 0
1718531835175, /, CH, 98, 61, 2732875, 7482669
1718531844086, /, CH, 98, 61, 2732875, 7482669
1718531854121, /, CH, 98, 61, 2732875, 0
1718531874941, /, CH, 98, 61, 2732878, 7482669
1718531930806, /, CH, 98, 61, 2732881, 7482669
1718531975714, /, CH, 98, 61, 2734688, 0
1718532009523, /, CH, 98, 61, 2744194, 17958588
1718532052678, /, CH, 98, 61, 2732869, 0
1718532132792, /, CH, 98, 61, 2732942, 0
1718532866395, /, CH, 98, 61, 2941371, 2572138
1718533034978, /, CH, 98, 61, 2733008, 2370301
1718533047107, /, CH, 98, 61, 2775036, 0
1718533803033, /, CH, 98, 61, 2727971, 0
1718533918843, /, CH, 98, 61, 5222891, 0
1718533926932, /, CH, 98, 61, 2763655, 0
1718534008505, /, CH, 98, 61, 2727987, 0
1718534018919, /, CH, 98, 61, 2538933, 0
1718534021343, /, CH, 98, 61, 2732973, 2370301
1718534055419, /, CH, 98, 61, 2728013, 0
1718534177619, /, CH, 98, 61, 275070, 0
1718536854334, /, CH, 98, 61, 269458, 0
1718536864333, /, CH, 98, 61, 227432, 0
1718536894091, /, CH, 98, 61, 269458, 0
1718537414059, /, CH, 98, 61, 217525, 0
1718537523229, /, CH, 98, 61, 217551, 0
1718537536487, /, CH, 98, 61, 217529, 0
1718538079207, /, CH, 98, 61, 2717701, 0
1718538123296, /, CH, 98, 61, 2717706, 0
1718538179404, /, CH, 98, 61, 218039, 0
1718538195988, /, CH, 98, 61, 218042, 0
1718538202017, /, CH, 98, 61, 25270152, 0
1718538298992, /, CH, 98, 61, 240008, 0
1718538307026, /, CH, 98, 61, 275766, 0
1718538588664, /, CH, 98, 61, 275833, 0
1718541816764, /, CH, 98, 61, 256520, 4942439
1718542406015, /, CH, 98, 61, 224173, 0
1718542582988, /, CH, 98, 61, 256588, 25000000
1718543694645, /, CH, 98, 61, 245588, 0
1718543993392, /, CH, 98, 61, 256590, 25000000
1718544098405, /, CH, 98, 61, 256588, 25000000
1718545020332, /, CH, 98, 61, 256590, 0
1718545633638, /, CH, 98, 61, 256590, 0
1718545719383, /, CH, 98, 61, 256600, 0
1718545785895, /, CH, 98, 61, 256600, 0
1718545879204, /, CH, 98, 61, 256604, 0
1718545916093, /, CH, 98, 61, 256606, 0
1718545929437, /, CH, 98, 61, 224211, 0
1718545931193, /, CH, 98, 61, 256585, 0
1718545947387, /, CH, 98, 61, 256591, 0
1718546028813, /, CH, 98, 61, 256597, 0
1718546036628, /, CH, 98, 61, 256592, 0
1718546051866, /, CH, 98, 61, 256587, 0
1718546108606, /, CH, 98, 61, 256586, 0
1718546178322, /, CH, 98, 61, 256582, 0
1718546224558, /, CH, 98, 61, 256583, 0
1718546250181, /, CH, 98, 61, 256599, 0
1718546374678, /, CH, 98, 61, 256599, 0
1718546378054, /, CH, 98, 61, 256599, 0
1718546428842, /, CH, 98, 61, 256606, 0
1718546433433, /, CH, 98, 61, 256606, 0
1718546447934, /, CH, 98, 61, 256615, 0
1718546447934, /, CH, 98, 61, 300, 0
1718546507580, /, CH, 98, 61, 256615, 0
1718546512133, /, CH, 98, 61, 416375, 0
1718546512133, /, CH, 98, 61, 300, 0
1718546642498, /, CH, 98, 61, 256599, 0
1718546665413, /, CH, 98, 61, 256607, 0
1718546709214, /, CH, 98, 61, 416348, 0
1718546718427, /, CH, 98, 61, 416348, 0
1718546720395, /, CH, 98, 61, 416348, 0
1718546723049, /, CH, 98, 61, 416348, 0
1718546748401, /, CH, 98, 61, 416348, 0
1718546773306, /, CH, 98, 61, 416348, 0
1718546841582, /, CH, 98, 61, 300, 0
1718546845381, /, CH, 98, 61, 416348, 0
1718546871872, /, CH, 98, 61, 300, 0
1718546874311, /, CH, 98, 61, 416331, 0
1718546880951, /, CH, 98, 61, 383957, 0
1718546882749, /, CH, 98, 61, 416331, 0
1718548370945, /, CH, 98, 61, 300, 0
1718548386495, /, CH, 98, 61, 416331, 0
1718548413102, /, CH, 98, 61, 163148, 0
1718548432373, /, CH, 98, 61, 416341, 0
1718548523128, /, CH, 98, 61, 383966, 0
1718548524553, /, CH, 98, 61, 416340, 0
1718548585642, /, CH, 98, 61, 383966, 0
1718548630065, /, CH, 98, 61, 416343, 0
1718548883561, /, CH, 98, 61, 416343, 0
1718548890989, /, CH, 98, 61, 416343, 0
1718549173443, /, CH, 98, 61, 405343, 0
1718549236038, /, CH, 98, 61, 416331, 0
1718549271165, /, CH, 98, 61, 405331, 0
1718549302248, /, CH, 98, 61, 405331, 0
1718549310177, /, CH, 98, 61, 405331, 0
1718549689617, /, CH, 98, 61, 416331, 0
1718549829202, /, CH, 98, 61, 416331, 0
1718549857532, /, CH, 98, 61, 405331, 0
1718549859765, /, CH, 98, 61, 405331, 0
1718549872361, /, CH, 98, 61, 416325, 0
1718550702400, /, CH, 98, 66, 300, 0
1718550703358, /, CH, 98, 66, 300, 0
1718550704444, /, CH, 98, 66, 300, 0
1718551243146, /, CH, 98, 66, 417583, 0
1718551253926, /, CH, 98, 66, 417621, 0
1718551322078, /, CH, 98, 66, 417621, 0
1718552545678, /, CH, 98, 66, 400827, 0
1718552547178, /, CH, 98, 66, 300, 0
1718552557620, /, CH, 98, 66, 300, 0
1718552558657, /, CH, 98, 66, 300, 0
1718552559636, /, CH, 98, 66, 300, 0
1718552560592, /, CH, 98, 66, 300, 0
1718552561424, /, CH, 98, 66, 300, 0
1718552562469, /, CH, 98, 66, 300, 0
1718552563337, /, CH, 98, 66, 300, 0
1718552698242, /, CH, 98, 66, 300, 0
1718552698823, /, CH, 98, 66, 300, 0
1718552699620, /, CH, 98, 66, 300, 0
1718552700146, /, CH, 98, 66, 300, 0
1718552700619, /, CH, 98, 66, 300, 0
1718552700991, /, CH, 98, 66, 300, 0
1718552701359, /, CH, 98, 66, 300, 0
1718552701609, /, CH, 98, 66, 300, 0
1718552701904, /, CH, 98, 66, 300, 0
1718552702122, /, CH, 98, 66, 300, 0
1718552702324, /, CH, 98, 66, 300, 0
1718552702514, /, CH, 98, 66, 300, 0
1718552702672, /, CH, 98, 66, 300, 0
1718552702822, /, CH, 98, 66, 300, 0
1718552702997, /, CH, 98, 66, 300, 0
1718552703151, /, CH, 98, 66, 300, 0
1718552733030, /, CH, 98, 66, 300, 0
1718552733367, /, CH, 98, 66, 300, 0
1718552733599, /, CH, 98, 66, 300, 0
1718552733813, /, CH, 98, 66, 300, 0
1718552734005, /, CH, 98, 66, 300, 0
1718552734186, /, CH, 98, 66, 300, 0
1718552734372, /, CH, 98, 66, 300, 0
1718552734528, /, CH, 98, 66, 300, 0
1718552734705, /, CH, 98, 66, 300, 0
1718552734889, /, CH, 98, 66, 300, 0
1718552735060, /, CH, 98, 66, 300, 0
1718552735237, /, CH, 98, 66, 300, 0
1718552735469, /, CH, 98, 66, 300, 0
1718553457162, /, CH, 98, 66, 300, 0
1718553457814, /, CH, 98, 66, 300, 0
1718553458496, /, CH, 98, 66, 300, 0
1718553459217, /, CH, 98, 66, 300, 0
1718553459882, /, CH, 98, 66, 300, 0
1718553460542, /, CH, 98, 66, 300, 0
1718553461829, /, CH, 98, 66, 300, 0
1718553462555, /, CH, 98, 66, 300, 0
1718553464205, /, CH, 98, 66, 300, 0
1718559178221, /, CH, 98, 66, 417621, 0
1718559181091, /, CH, 98, 66, 300, 0
1718559182456, /, CH, 98, 66, 300, 0
1718559184081, /, CH, 98, 66, 300, 0
1718559193370, /, CH, 98, 67, 417621, 0
1718559199606, /, CH, 98, 67, 406621, 0
1718559204873, /, CH, 98, 67, 406621, 0
1718559232099, /, CH, 98, 67, 300, 0
1718559234010, /, CH, 98, 67, 300, 0
1718559250366, /, CH, 98, 67, 300, 0
1718559251260, /, CH, 98, 67, 300, 0
1718559252187, /, CH, 98, 67, 300, 0
1718559259990, /, CH, 98, 67, 406639, 0
1718559261663, /, CH, 98, 67, 300, 0
1718559262692, /, CH, 98, 67, 300, 0
1718559263524, /, CH, 98, 67, 300, 0
1718559296140, /, CH, 98, 67, 300, 0
1718559299026, /, CH, 98, 67, 406649, 0
1718559310463, /, CH, 98, 67, 406654, 0
1718559329476, /, CH, 98, 67, 406660, 0
1718559345065, /, CH, 98, 67, 406666, 0
1718559383733, /, CH, 98, 67, 406658, 0
1718559396299, /, CH, 98, 67, 300, 0
1718559398157, /, CH, 98, 67, 406660, 0
1718559433873, /, CH, 98, 67, 406674, 0
1718559450215, /, CH, 98, 67, 300, 0
1718559452146, /, CH, 98, 67, 406677, 0
1718559471831, /, CH, 98, 67, 406669, 0
1718559482361, /, CH, 98, 67, 406658, 0
1718559489154, /, CH, 98, 67, 406654, 0
1718559539958, /, CH, 98, 67, 300, 0
1718559541780, /, CH, 98, 67, 300, 0
1718559544055, /, CH, 98, 67, 406661, 0
1718559597563, /, CH, 98, 67, 406659, 0
1718559600879, /, CH, 98, 67, 406659, 0
1718559620088, /, CH, 98, 67, 300, 0
1718559622567, /, CH, 98, 67, 417661, 0
1718559643125, /, CH, 98, 67, 417640, 0
1718559647853, /, CH, 98, 67, 300, 0
1718559649044, /, CH, 98, 67, 406640, 0
1718560423220, /index.html, CH, 98, 67, 3427, 0
1718560424596, /index.html, CH, 98, 67, 300, 0
1718560425494, /index.html, CH, 98, 67, 417653, 0
1718560431641, /index.html, CH, 98, 67, 300, 0
1718560486573, /index.html, CH, 98, 67, 3433, 0
1718560487224, /index.html, CH, 98, 67, 300, 0
1718560488203, /index.html, CH, 98, 67, 417671, 0
1718560499901, /index.html, CH, 98, 67, 417671, 0
1718560522707, /index.html, CH, 98, 67, 300, 0
1718560523549, /index.html, CH, 98, 67, 300, 0
1718560524695, /index.html, CH, 98, 67, 417678, 0
1718560546767, /index.html, CH, 98, 67, 300, 0
1718560547715, /index.html, CH, 98, 67, 417683, 0
1718560558232, /index.html, CH, 98, 67, 417687, 0
1718560558909, /index.html, CH, 98, 67, 417687, 0
1718560559585, /index.html, CH, 98, 67, 417687, 0
1718560560652, /index.html, CH, 98, 67, 300, 0
1718560561846, /index.html, CH, 98, 67, 417687, 0
1718560571707, /index.html, CH, 98, 67, 417694, 0
1718560576134, /index.html, CH, 98, 67, 417692, 0
